Anime_ID|Staff_ID
10874|8124;19679;19679;95561;8124;9463;36292;39026;82524;92079;9463;11217;36292;54288;56277;83480;83653;92079;7146;77342;78547;10855;35767;10855;18278;20472;28013;35552;37373;39026;54215;79638;29494;58474;60463;22964;25504;41662;82568;82569;82570;1109;2074;4218;9067;9199;10793;25958;37371;37623;52629;64331;65527;73145;3753;23441;23448;23495;24105;31519;35536;38779;48551;49693;52880;61002;70622;78810;81913;94605;98103;98843;127684;130966;278;542;718;722;794;806;953;1047;1256;1631;2383;5663;5735;7134;22271;30284;52197;53711;54624;57357;59411;62870
318|588;589;3145;9700;9701;4631;3145;3145;125;356;1090;1139;2214;2496;2514;3029;3089;3644;4371;9295;12493;12907;12911;13930;14753;25246;18116;18128;25628;25937;25986;25992;664;698;852;1013;1172;1178;1456;1465;2390;17338;15932;15932;39029;42235;50231;50938;51983
818|7343;7202;7202;2181;2747;4069;9462;10003;11794;12249;15632;20464;31745;3614;3894;4717;5861;10709;12551;15632;23122;31745;17298;1648;11;9493;11;683;2183;2699;5843;5868;11437;11721;21787;7344;2228;570;939;936;4238;7346;10909;17299;1076;1265;1438;12632;30937;32388;32816;38746;50172;50364;50493;50495;50495;50519;50564;50568;50605;50749;52146;44972;45722;45726;52291;55745;15783;25917;25920;26012;26057;26405;391;662;1006;1019;1490;1578;1584;2078;90693;96268;96423;96602;96621;48734;48759;48765;48782;48817;48865;48869;48896
96|1610;248;92080;92080;17973;4540;55040;2813;4489;92080;7649;317;278;391;499;828;845;851;952;1041;1046;2405
531|3260;1538;1538;8510;8510;30822;1538;1548;1694;2906;3260;4486;4679;5452;9698;10373;10891;10959;11607;12251;12309;19231;21093;23897;63720;74881;138711;144708;1569;10373;10959;15912;16921;19231;23625;144708;144728;73377;19170;9824;19170;5891;8029;19170;21265;19759;14019;14038;3343;7727;47371;23805;32151;47708;50622;50924;21025;21025;28729;28729;29028;29403;29403;39990;51699;52088;52694;53016
150|72;95;395;11060;86742;95;9693;94;9693;344;175;4035;43191;871;1668;2170;40065
835|3146;3478;10203;30640;30632;3478;97450;7697;4046;11622;3911;4046;4085;30641;15550;11620;30631;614;6376;9057;9580;13632;16588;16589;16590;16591;30633;30634;50545;50548;50549;50554;50816;50816;50817;50818;108631;436;542;1261;1506;5622;7349;7694;7696;30635;30636;31716
9816|18133;16408;16408;18133;18133;62432;71372;17467;66234;34500;34500;34500;254;28315;16973;39394;52141;109463;385;529;529;697;1631;2052;5735;5916;9741;14929;32686;56739;58051;63126;68106
15569|123775;123773;123774;949;3060;5039;56739;69527
1186|1425;5776;5814;11271;62162;62165;1548;5813;6409;707;5812;5815;19384;21933;22634;19384;19812;106092;22757;47714;47731;52310;62592;27186;27186;27186;27186;27186;29279;29309;29309;29309;37017;37017;37017;38311;38311;40015;40015;40015;40015;51622;52115;52115;52115;52115;15783;25642;25931;25932;25933;25938;25945;26130;26168;26237;73352;2116;3271;4111;4219;4219;7708;14892;21765;22655;36487
1057|5466;5470;105596;146148;146149;1548;1694;2906;5466;5467;5468;5469;105594;16470;25874;2207;1431;2207;8945;3343;3343;3345;61224;27181;47715;47768;29400;25647;25945;25946;25986;25986;27092;27185;508
14074|2993;356;1116;1122;2074;4919;9293;12493;13929;29271;42612;58979;74127;80792;83471;527;1009
7674|3943;3905;1560;3943;8358;10189;16180;1560;10189;15059;16342;35967;36732;12130;3902;3950;9800;18520;18521;18522;18616;27732;27733;27734;27735;35980;35981;35983;66925;80137;80138;80140;80141;80142;89210;13061;18530;28066;6972;13061;250;2810;8115;9096;14174;14380;19485;92976;92977;131478;317;2043;12398;8469;58005;9586;9589;35968;49198;31768;31770;31958;33401;45139;45140;846;21772;21776;27477;28627;28912;28913;30320;46929;127035;128074;846;1439;4302;4302;15521;20943;33136;59901;86344;23446;23785;23792;23810;36754;47727;47734;50385;50709;50723;50726;50916;50917;52835;68981;39963;70077;18123;18124;18128;25628;25641;25645;26038;26324;38108;51099;71174;74964;384;391;526;659;659;780;794;846;1172;1178;2416;3839;3900;4271;13197;13197;23816;23816;69095;124412;21864;22021;22023;69814;69815;71225;846;38280;48732;48734;48735;48737;48791;52600;846;36361;36369;38557;38559;38560;101523;101524;15925;15925;38936;39030;57604;66364;66364;66572
15242|18002;18002;18002;18002;94399;104823;35320;1226;18002;35320;4237;5840;35320;77229;106319;47079;73308;82780;115879;122526;122527;122528;122529;122530;718;808;5039;6581;22231;48696;55281;71069;75303;81702;81702;101621;120828;127911
3401|5430;5819;13522;25744;56981;4253;12295;3140;2873;9255;11540;8388;45617;97538;30024;37880;25645;26038;2595
13638|96362;53741;55281;63126;63462;69592;77078;86747;89965;93096;98671;103406
12200|504;949;1023;2779;3176;5040;5179;5750;5900;9744;12602;15636;17021;28774;30785;30785;54624;59411;89157
1971|3147;430;25257;31233;3147;31233;565;5924;5924;8335;18245;4489;17301;49259;936;41628;14896;21254;49722;1133;1184;2555;13265;391;1447;3445;4636
15403|29895;227;7595;13548;54317;13548;299;335;719;808;1156;1499;1533;1533;4135;17354;39787;40048;63380;65512;75331;96014;108470
5477|135;8956;8926;7143;2196;5049;26625;26634;1618;22242;25727;2074;12929;13966;42611;64331;67543;551;794;3167;3185;6844
4432|8472;12677;15550;693;845;853;1104
4484|11234;106211;435;105574;2628;12527;44;281;336;443;526;529;659;664;718;722;846;868;976;1134;1374;1577;6624;42182
3703|773;51;68804;3222;251;21933;1525;3222;51;19299;601;1403;4034;7891;40011;51737;57037;18127;25929;26137;48174;80578;1533;2085;3108;3794
136|9702;1673;24707;32617;17971;24;17971;4430;163;11279;566;26416;868;1047;1256;2059;2447;3408
1269|713;27;512;713;1339;3147;3887;3949;4144;4892;6686;6688;6690;1339;3610;3887;3895;6691;6687;62816;6683;2589;107731;64;6682;5458;657;664;833;846;846;1048;1311;1676;3123;3126;3132;7781
449|4306;112;641;3260;35033;1196;10112;4525;108067;5560;5806;25317;992;993;5121;26324;699;1047;1176;1501;1586;9917;9918
7617|10610;593;58;121;593;9801;16408;10610;35486;67841;3895;10610;35486;67841;57747;9801;71853;7500;47879;7500;7500;22611;23934;78820;10173;14828;5457;13501;29247;439;5595;9818;48265;64263;38935;38935;39024;39024;42178;42178;42178;60653
323|5385;1935;9001;4171;8724;9001;9151;12159;1935;3875;11617;20756;22811;47937;1935;3875;11617;22811;27246;47937;3401;4088;7723;4088;310;482;483;2197;4088;7595;15811;24180;27249;78336;8466;488;8123;8469;8470;8467;8468;738;923;2969;4953;5099;126811;23412;23436;58194;25938;51099;53232;53454;71141;71683;411;448;525;1307;3131;5039;8090;90678;96257;96299;96328;96505;96517;15936;15937;39024
14566|44817;63399;402;4629;22130;45768;63399;72643;74555;77897;100904;21;449;2270;5846;6641;6688;9093;10003;11444;14760;15643;18096;23846;34672;39496;43192;44817;47629;49771;115745;6644;6649;11444;12411;13887;23879;30135;34172;37273;46554;47629;66718;78124;80280;81693;82198;92032;94418;106270;118291;44817;57863;88571;19;65247;77836;653;5113;7496;7513;9094;9253;11719;13450;13474;17056;22261;22603;23136;26292;30157;32716;34686;36451;36556;37170;37955;38890;39688;40242;46077;47547;49910;53824;58079;64050;65247;65313;68314;68546;77319;78107;78115;78189;81796;91588;96578;118292;1372;109088;1903;60247;82112;101562;111580;88156;91054;100647;3166;13752;17817;52459;61669;65512;70669;79560;81503;86495;95225;99806;108470;112367
16640|1802;1802;112461;112462;1802;123163;123163;524;53741;74624;94468;97897;104959;112463
2090|65;16032;3415;9423;63263;41;10954;4383;10954;584;32803;2001;8496;44814;2643;2645;6763;9511;44672;50544;50545;50546;50547;70098;29314;38551;25913;25922;26166;26985;26993;788;2170;2379;4219;15629;127274;15933
5329|54;7343;248;61749;42416;3022;7067;33;3022;7067;44;939;936;417;427;511;543;693;849;858
2651|603;30443;8952;68860;8159;18;8159;3113;15152;29199;30099;32384;41093;49559;63659;70462;533;1435;2532;3032;6845;7980;59618;1500;2327;5039
11975|3943;3905;7034;13867;3902;8469;92493;31768;31958;45139;45140;118942;118945;118946;121661;121662;121663;123999;124000;846;21775;28506;28627;28913;41062;45796;48995;55489;71009;128040;436;846;4157;4302;4302;20943;25281;31217;38251;59901;65527;86344;2830;2831;47726;47741;50693;50844;50912;50916;52317;18128;25628;25641;25645;25937;26042;26128;26524;51099;58119;71141;71143;436;846;1009;1172;4530;10397;39787;40792;68107;100920;100921;116354;21864;22021;22026;69814;69815;95206;100383;106257;111065;67204;67233;71160;112128;112134;112706;112707;112815;112816;112842;112843;112847;436;846;38280;48732;48735;48737;48740;48747;48755;48764;48813;49606;50220;60698;63522
2481|324;641;14434;6983;7168;14435;16;14435;740;742;746;747;924;926;2457;511;529;529;724;1178;2325;2327;3486;9190
7202|31558;31558;31558
2982|1935;9151;25376;310;486;8466;488;741;741;746;746;751;752;752;926;2454;2969;8284;8671;25901;26008;26054;26370;26588;27178;27425;27600;43093;50856;411;5179;7349;7614;8090;9813;86225;86226;118631;118870;15925;15925;15935;15935;15935;15935;15935;15935;38929;38929;38929;38929;38929;38929;39024;39024;39024;72628
12246|18107;49383;1238;7588;10621;11213;18107;21262;27539;37058;65993;85075;101865;9494;11444;13498;18107;19006;21262;27539;34007;37058;41489;51962;84821;85075;29685;57014;100262;100263;49383;7685;1226;18951;19655;7685;2276;7685;23248;29711;30342;35391;37957;37962;41316;45203;52805;53583;74425;83992;85075;90169;93014;1226;2582;25727;4450;4679;64836;93641;100584;22547;33124;74120;82633;84759;386;436;662;789;806;954;5039;10397;14929;17254;28816;53741;60780;62333;65512;67797;73497;76648;77713;95225
11721|6574;1685;1685;92556;94986;6404;6574;6971;7513;10610;14130;22614;44817;81092;3895;6574;6971;44817;51192;87057;92556;95902;88;47879;88;88;5833;15214;35575;36556;36793;73143;52882;80332;10427;67693;494;38086;40768;40781;82780;98508;386;666;808;2132;5047;5683;5902;6577;7636;25953;28606;41368;68936;72996
16441|21893;105050;105051;133403;81265;133404;8141;23745;284;659;67797;94314;124986
10180|25;25;72530;3547;10192;3547;3637;443;527;912
17063|35713;18588;18588;60464;3722;35713;57971;65993;13886;16712;78046;88214;35713;68068;132025;107386;116465;77732;9522;96734;116465;2276;9494;11756;15214;18980;33269;51373;69414;77232;94713;98983;109182;118122;264;1368;59009;7588;75819;80019;5861;55097;58732;81425;107824;113368;117371;122711;126657;133665;147074;147075;386;16411;17481;38425;67740;88587;101314;122105;123093;123756;131063;136075
336|4688;325;3612;4688;19701;26738;26739;26740;26741;603;656;713;3147;3888;4459;4688;5027;5437;9834;11056;12809;22907;26742;26743;10817;23192;29701;33351;140;464;4688;464;4758;2353;274;2810;4758;5833;5935;5939;7488;9095;11198;11721;15217;19892;20783;26747;26748;26749;44;226;9552;26735;1184;4819;8213;12270;12316;39416;100168;18116;18120;25641;25930;25931;25932;25933;25935;25937;25940;25944;25946;25968;26038;26127;26136;26136;26161;26237;26389;26522;26523;26524;26558;26558;26716;26859;26872;27796;38106;45098;48174;51099;51099;51100;51102;53232;53232;58119;68521;68702;70564;71173;76362;85842;85844;659;790;790;847;1041;1679;7217;17286;48757
1882|324;8956;360;8956;106211;324;3610;3614;3891;5845;36193;324;615;3610;3614;3891;36193;4665;21011;433;3615;8176;9959;10894;11204;13484;92080;4876;11211;254;1380;466;1162;655;49519;1078;1078;1081;1265;2550;2555;2564;3877;13784;14613;19358;23298;60178;526
1067|10002;16921;23623;1569;3613;13655;23625;63720;39550;3447;20802;8029;11151;17294;23627;23628;3343;23624;1139;1184;1403;4036;4822;4827;15925;15925;15925;15926;15938;15938;15938;23656;23657;23659;31668;31668;32149;32150;47700;47737;47738;47739;50635;443;502;67238;67295;71160;71350;71910;75511;116335;118601;48827
705|5385;641;1935;17973;63393;25055;394;8107;394;201;584;4760;4864;503;1046;1103;1450;3931
1157|3337;20600;4126;25803;4340;251;4340;25805;13794;490;511;699;699;930;956;1014;1014;1105;1105;1250;1250;1534;1668;2060;3926
582|39;13628;288;668;1287;305;308;5436;290;3699;2842;3699;626;5383;12273;13629;61811;7272;7274;197;936;7273;13642;614;8615;8617;9038;10286;13223;13630;13631;13632;13633;16591;17724;46641;46642;46644;46646;46647;46727;46860;47098;47135;47136;52413;52988;53849;296;297;299;300;301;304;417;807;839;4601;48759;48871;39803;50231
2838|149;787;1015
2268|3943;8124;1623;8125;12531;8125;9086;12130;3902;8114;15372;8107;8114;8115;15372;394;15372;317;12398;7633;9589;1081;4408;53802;47708;47726;50371;50725;86473;88078;850;4667;13184;48738;48761;48770;48872;48876;15925;38935;38936;66404
2931|3949;63399;10323;17448;1565;64377;20250;979;44534;9099;146338;507;794;912;4667;5894;9810;9857
15549|116066;116066;118286;123596;116066;118286;123596;17598;123595;135019;22231;76135;108470;110455;116390
3126|17377;16408;25380;26225;8231;9645;15209;17377;34980;41024;41047;46102;8231;15209;17377;34849;41047;42706;46102;75812;1565;19039;18546;15209;15389;15425;23142;23248;34980;41024;64202;23248;1372;532;1133;1184;2255;7125;21629;22178;25241;29263;37450;37621;38771;45722;697;854;1072;1375;1633;3167;6632;6844;7023;7347;7574;15636
592|15373;20600;15373;15374;2660;2659;8190;8406;15377;8763;14019;15375;1184;2214;5285;13929;1582;7777
11266|10817;38270;38270;52167;3027;7343;9089;13624;21104;21260;28779;52699;64788;106270;5135;9089;10817;14592;15120;20518;33153;42706;45252;47629;52699;55754;62272;64788;79991;91919;106270;13624;64434;91925;14236;79687;25111;47842;96;7735;9959;11200;11232;14951;24180;24775;36453;40245;44959;48439;106270;79402;80144;47842;58900;22543;100786;38638;46639;46723;46724;51012;71367;71368;75413;107118;1178;4601;7665;8342;13752;52169;68750;86961;86962;58345;60828;60828;62725;62734;70502;105840
3327|2617;45610;20229;45610;20229;9693;1772;9693;9912;8601;11657;852;1016;1446;3271
7052|5430;430;430;17053;32136;45768;4422;39610;47843;36857;5626;5626;44;226;70874;1176;3243;6581;7571;10405;12648;14925;16480;46693;53118
17794|112677;80363;112677;79569;33904;77144;80104;80363;98270;134016;138775;144280;6370;80363;136002;137306;143566;82353;146286;146280;77815;80104;82353;5840;41520;59168;60714;77118;77815;80104;80363;82353;98270;114840;134016;144280;53498;50315;82780;112677;145562;145563;145564;145565;145566;145567;7015;13838;28816;53741;67971;96597;144360;144361
2949|5380;112;43212;38571;8388;647;427;570;630;1135;1497;4271;9136;10143
10951|272;39695;11608;16408;39695;64081;265;272;885;4069;10003;10610;10709;11068;12774;12834;21893;39098;72382;77075;84772;85393;89460;265;272;885;4069;10610;11068;12774;21893;39098;73001;75018;77075;72382;435;79486;79487;1029;18;1029;5833;69;2190;2276;2445;5113;5462;5833;8232;10443;11837;13474;30159;33289;35305;40347;40517;42153;44787;48430;56718;60712;74879;89451;17693;8849;2248;16439;28846;49519;80071;902;2492;2517;3516;4919;7734;7798;9293;13929;19672;30927;37623;44594;46544;58056;62650;83471;443;525;718;1207;3060;3173;5039;5108;5735;8851;10398;15878;16320;16411;26846;63126
709|372;20600;20600;1039;18874;1039;12450;18874;3914;10604;22176;27811;27904;27930;27933;27935;27936;27962;27964;27965;27966;9253;486;71978;372;1296;9253;17505;3080;372;18097;11831;12454;15164;1159;2258;7125;510;693;3160;3170
502|4039;42831;1723;4484;42831;25791;13547;13548;89;2844;5827;15594;35167;42835;2807;13548;19290;42836;42837;42838;42839;89;7588;10911;42834;281;525;692;869;1460;1500;2079;2404;4271;5686
16306|6593;429;429;4629;6593;35809;2273;6593;12573;35809;87078;2273;6593;31137;31365;35809;87078;128691;104798;134418;35785;433;2271;23930;35785;15122;18315;32716;37586;46291;47435;57674;65270;65754;71569;77747;79653;98983;118174;135306;77995;19694;82780;96703;102997;126657;337;445;910;5902;30785;55286;90129;99623;105873;114033;127402
540|291;1468;5406;6940;360;1468;8513;11632;39487;83183;83295;117023;117024;127953;13401;1287;1339;1468;1718;1823;1923;2429;6940;21893;27538;39427;45732;71923;1287;1339;1468;1718;1823;1923;2429;13401;21893;45732;71923;58393;15617;123586;1718;6940;13279;19206;26097;26951;28010;29625;30842;51925;65172;65186;65188;65189;67730;82364;58554;28917;530;902;1109;1116;1127;1139;1386;1386;1388;1389;1403;2074;2525;2532;2946;3050;7107;7125;7977;8854;9199;10063;10250;12493;13966;20342;20342;20345;26347;29218;29271;30495;30667;31041;31217;31220;39188;45022;57984;58419;58589;23440;23442;23483;23785;24146;24156;24164;32389;48608;50554;50554;50605;50738;50744;50744;50744;50744;50760;50761;50761;50762;50762;50762;50762;50764;50764;50764;50767;50767;50817;52067;52148;59597;59597;59597;62925;63116;63117;63313;69777;71081;105336;105336;120651;106303;15625;25915;27002;59514;504;525;857;949;975;2066;2415;2417;2418;4674;4674;17353;29135;67305;38280;48742;48743;48753;48753;48753;48756;48813;48820;48954;49627;39769;61517
11523|169;110;169;12651;13935;15211;54025;37853;1565;883;2807;30411;2807;3028;13935;18927;37308;103543;3079;60463;169;4071;94436;107155;32155;32822;47767;50492;50502;50563;50624;50749;50751;50755;52145;62323;69015;28734;38732;38770;39994;45000;55617;65515;66320;66361;70472;76641;82933;417;436;846;949;1250;1529;2130;3166;5039;16719;25361;45692;45692;92013;92014
2301|4643;8512;44948;43;3348;1368;10679;83566;282;699;722;787;867;2325
14638|20966;27636;20966;22639;32909;34431;58394;79991;20966;34431;58394;79991;65244;112673;59990;23947;59990;23947;46090;56207;93427;112676;112677;21734;34411;70092;81702;112524;112525;112663;112664;112665;112666;112667;112668;112669;112670;112671;112672;126766
7659|7596;39695;615;615;7034;14246;51178;14246;3637;6719;2074;12493;12493;13966;20342;29271;31220;38497;44595;57987;58419;64331;71530;854;28606;54003;54004;54005;54006;54007;38927;38931;38931;39030;42178;42183;51999
16169|15209;130003;325;72643;124025;130003;7332;7756;15209;15632;23364;39496;47070;92466;3154;8476;15209;23364;50312;78607;81299;102320;123471;115879;101677;125977;35796;79604;5028;31368;35605;35796;44545;52932;78306;7496;9253;11815;13584;21363;23136;23221;24861;25200;25765;31368;32716;34800;35605;35674;35796;37308;37957;41405;44820;46053;49220;52932;68317;73590;80025;81564;83113;88862;120922;133667;133668;133798;51848;8849;24343;111;45479;133660;277;459;12602;25437;55286;67406;71911;73273;75303;111376
1283|3336;22260;8026;9401;3336;10960;18000;18002;3336;3888;18000;18002;17997;18006;3138;4087;17993;17994;3615;6631;9232;18003;18004;14850;17992;22262;17996;12128;17991;17990;17998;17999;539;1074;1184;1185;3672;12895;23442;23487;24115;31035;3743;34266;38751;45712;63571;18124;25933;25975;26161;26237;502;503;542;692;1374;1466;2049;3123;3774;6632;8142;13726;14826;18688;41720;96179;96192;96300;96427;99155;48755;48757;48769;48866;48873
4174|31;31
1172|8794;176;8794;30822;114;13554;19;6609;6610;5558;24;4893;4379;6539;296;299;301;303;1498;2167
948|991;992;102;8665;5148;125;8666;4430;514;996;1482;2634;566;1485;2043;8669;511;974;1575;1577;2404
794|25784;8728;110;4040;8516;8728;11108;22523;38270;64265;4068;6354;9460;9547;19035;25784;31137;150;4040;4040;4041;4042;18983;18983;19008;23206;4044;5162;9472;22718;22719;22724;22733;22743;22747;22748;22749;22750;22751;22752;22753;22753;22754;22756;22757;22759;22760;22971;22971;22972;33353;33781;41973;41999;42028;65926;70253;633;1090;1090;1142;1144;1184;1285;2257;2266;2267;3029;3032;3050;3538;3538;4018;4036;4036;4045;4141;4142;4331;4822;4824;4824;4825;4827;4829;4831;5588;7809;11965;39810;3753;23450;23772;23789;23790;24089;24092;24105;32150;32819;36661;47702;47702;47702;47702;47714;47714;47739;47739;47742;47744;47744;47755;47756;47756;50622;50627;50635;40009;18204;25910;25910;25912;25912;25912;25912;25912;26003;26051;26194;26194;26194;26194;26240;26301;26301;26301;26301;26301;26548;26583;26584;26617;27177;27177;27177;27424;28253;28253;40724;47036;47036;47036;47036;47262;50853;50853;50853;50856;51234;51234;51234;56079;56080;56080;414;543;657;663;833;917;917;1004;1668;2130;2171;3136;4038;5039;7684;8038;8702;13604;13723;20008;22022;29123;29123;29128;67213;67213;67232;67233;67237;67237;67238;67238;67254;67290;67293;67293;67293;67293;67293;67293;67293;67293;67293;67293;67305;67307;67308;67309;67309;67309;67309;67310;67310;67310;67310;67310;67310;70310;70310;70310;70310;70911;70911;70913;70913;70913;70913;70913;70913;70913;71150;71150;71150;71150;71150;71150;71150;71150;71150;71150;71151;71151;71151;71151;71160;71161;71161;71161;71161;71161;71162;71163;71163;71163;71163;71163;71163;71164;71164;71164;71164;71164;71164;71165;71165;71165;71165;48843;48884;48947;49428;49534;49651;49652;49653;73306;124211
15324|31564;31564;12568;31564
3651|23202;10893;11060;23203;26816;85636;23490;23799;31519;50389;50733;50917;28718;18197;26192;26311;16308;54051;54051;125973;125918
10557|603;18612;18612;50324;67347;75684;75685;75686;32316;41780;75687;19702;75688;19702;39438;27728;71909;74577;718;954;1506;3930;5179;15417;17044;17353;19184;19366;19870;20439;69236;69556;75691
1158|4305;4565;5448;7856;8134;8510;8815;20385;61428;66422;75184;78599;84515;4305;4570;4891;5452;5847;7343;10357;11374;14242;21104;60763;82196;82674;2658;4305;4570;5452;5770;5847;5858;7669;10357;21379;32213;43350;56174;60763;81309;82196;83815;92032;31555;36271;5769;14;5870;31258;82189;14;5847;10357;11236;11380;11383;22608;29341;31464;35665;46399;46445;82375;82659;82848;90360;128482;15424;2091;11376;83298;511;787;847;853;931;1041;1584;3095;4668;6581;7237;9867
426|232;232;232;4266;232;232;12600;232;12600;2898;2230;4111;16306;16994;30876
11028|9802;72998;80730;3772;38667;54706;63946;72998;75184;80730;82667;27;1724;2182;3456;5851;8230;8358;9802;12834;15120;39253;41949;41950;49222;52144;72999;80729;84168;85307;111266;111267;2182;5857;9462;9802;15643;16921;24727;32797;35097;35486;38217;39253;41949;41950;59375;66718;72999;80729;80826;83498;84166;99330;111266;111268;111269;111270;111271;111276;113900;81388;31;80729;19997;250;80729;55;250;2278;15798;22812;23881;24861;28013;33680;36304;39494;41204;41206;45065;47478;49647;57122;59167;67936;73735;75454;77243;77443;80111;80729;82665;83432;84167;84168;84596;85817;104763;109736;110357;110504;111272;111273;111274;111275;111277;111278;113900;123206;3079;34824;73787;82807;82808;490;503;546;698;718;789;1033;1501;3075;3098;3106;4667;5918;6844;7015;7766;7968;8851;17490;26947;63380;67406;68107;70489;70817;74783;78724;81295;106566;116354;118465;118466;118466;118468;118468;118472;118472;118582;118582;118585;119384;119413;119413;119414
7861|12403;12403;30952
14736|10966;10617;10617;24238;32329;50326;75184;6690;10957;10966;12542;29472;35070;41889;117015;8725;14917;19934;24727;32163;34172;37632;39935;41889;72657;78489;84821;109949;110066;29472;35070;39935;32316;61910;72795;11762;11762;97310;107731;4089;12527;14917;19466;19611;32315;34517;35575;44521;55134;75014;76146;77111;78085;78983;79021;89458;97310;103439;20773;4683;99620;21211;52187;91385;22738;22972;28673;28938;39867;41112;44853;49821;50311;59073;65799;73987;83375;107475;107476;111285;111457;113398;116571;116594;126435;126436;126778;127325;128062;1126;14145;38251;66118;89391;105480;18123;18124;25641;25931;25932;25937;25937;25941;26038;26134;26136;26258;26258;26523;26524;36373;45092;45092;48174;51100;51156;53232;68702;70564;70564;71174;71683;86372;123422;123435;135601;849;1207;2177;5686;7198;9860;10738;15417;16095;22150;27061;46653;56091;69527;74072;86961;89772;99622;99623;99624;99646;104148;116968;60845;62725
3761|383;18588;18594;45769;383;33861;41759;21262;51419;435;7299;13629;12071;2276;13629;10017;23504;13542;26095;26096;51432;51433;7152;7154;8251;8258;10718;16626;16999;32309;37003;39585;48326;48327;53391;59567;277;334;384;526;846;848;1043;1045;1500;1568;2398;8073;17525
1382|3307;3307;16464;19331;21233;39457;4;1548;3307;5813;9496;10896;13514;25584;3307;9496;13047;19331;16470;7069;3373;20802;8687;9951;13514;8945;3343;2230;21452;32522;530;533;1053;2209;2214;3031;3955;4831;7041;7049;15000;29024;29553;931;1592;2112;2447;9789;9915;24772;16467;16469
13806|14801;20708;14801;140;32784;32784;2582;39141;34621;9815;17254;58051;76648;86259;94468;95316;102875;104181;123459
3630|10911;5555;8794;12295;3138;2665;9994;23914;508;1276;2076;3107;7237;12948
10182|5612;4232;4232;5612;7257;22184;36732;60204;142413;5612;8561;55599;79793;80094;80102;80280;81307;83166;84654;7697;101215;116161;3022;27231;3022;58999;3893;8504;35628;47784;56098;56746;56925;58123;58999;80111;88862;870;56185;25255;40781;58667;101027;146045;3419;4218;7107;20342;20345;25958;44595;62405;507;7591;10398;13838;17354;38945;42073;57082
4031|3449;515;5690;6574;13834
4456|37632;82436;8600;31715;146334;37632;65504;37632;65504;6973;25200;32898;8665;45861;25200;25200;32898;34023;427;37632;59017;64977;436;500;696;778;1628;3160;5750;7592;7636;14929;16480;21136;21903;37629;37633
2274|2190;3337;7257;10891;12375;13470;19089;31451;31476;31445;1545;2190;3337;4892;5466;5780;5850;7257;10891;12375;31192;31447;63720;31476;28745;7593;15594;22262;3343;31441;31444
282|58;10424;58;6973;813;53216;7133;493;64517;815;816;22969;28549;28915;61866;6289;6377;6975;6978;6980;6981;9067;14692;17724;3761;23442;23502;23772;23777;23805;24149;30912;31195;525;778;1042;1097;1134;1172;2068;3123;14217;73367;96296;96309;96418;96427;96476;96517;119562;119565;119566;119568;119571;120583;120585;122197;125056;125056;132999;133489;134550;15937;38940;42183
6248|372;53090;14877;50672;53090;73570;20600;53090;372;1039;12453;15161;34258;35967;43175;71927;74492;1039;18096;34258;35967;43175;71927;74492;5689;7329;8097;15156;27846;27880;27913;59651;64888;64889;64890;64891;64892;64893;64894;64895;64896;64897;64898;64899;64901;107829;17;71806;12445;9493;12445;15184;18094;22428;34039;5945;10614;11147;4879;18103;64838;738;739;740;741;922;3939;4325;5100;7535;16645;20710;38054;42121;64567;69084;69084;73062;29175;39963;52984;53852;53859;58715;59626;60940;68045;68470;68818;439;718;794;1243;3160;5039;7260;10398;20365
3976|10009;18562;8665;387;436;542;912;1498;2164;7350
1053|3449;515;1685;3449;515;1685;35474;1273;5464;4383;5464;19702;1372;285;665;718;789;790;8758;55876
16892|39426;82667;82667;1478;39426;131767;135327;3460;14;3460;34025;8466;55899;72423;31908;111265;662;2177;3445;17481;21911;32078;33692;46653;48696;53773;59411;67851;93780;105514;106773;124918
4832|8794;5776;8794;19226;8756;883;3026;5558;11089;11099;11100;25764;66;3568;19228;14914;722;853;871;1501;1669;2602;8069;20194;45161
3385|883
1665|1610;17973;39119;4540;55040;1551;88;4566;71278;6087;6094;6095;6098;6101;6858;16556;391;499;828;841;845;851;1041
702|10954;3448;17300;54679;3023;10954;3085;2993;10954;1813;70122;474;1551;3022;8221;17301;15124;41189;70120;2643;2643;2645;2650;2650;2652;2653;11640;14605;25932;26130;427;503;853;1005;1311;5682;6986;6986;9880
1240|615;6;615;12158;13517;27252;248;288;3086;248;288;668;3086;5448;13558;31495;12158;140;5422;20563;20436;1297;5422;5935;8158;20436;47830;50230;110385;31282;62899;3467;3470;17507;36745;23474;23771;23788;23806;25115;147143;277;417;504;849;1004;1009;1013;1177;1577;3075;3100
6291|14760;402;2174;40498;15803;8466;1386;7107;9199;10793;12493;20342;26347;30495;31217;31220;58419;65527;436;438;949;5894;9810;14929;16411;17353;17354
6175|3696;1623;1623;3772;10733;36801;1724;2748;3682;3696;4093;6704;13830;15120;15203;41759;2748;3696;6704;8476;8926;13830;31137;54076;57979;80121;108024;4665;54701;56688;250;40026;1372;18393;22714;22738;22745;22929;22969;22977;24840;28553;28572;28916;28926;30958;31506;32611;46842;47813;49243;49359;70011;70011;53859;68534;411;443;697;912;1030;2146;3166;4132;6583;8073;13834;17021;18042;53711;46685;70441
